"Tiempo de simulacion","Cantidad de aeronaves que aterrizaron","Tiempo total de espera en cola","Tiempo medio de espera en cola","Tiempo máximo de espera en cola","Tiempo total de transito","Tiempo medio de tránsito","Tiempo máximo de tránsito","Tiempo total de ocio de la pista","Porcentaje de tiempo de ocio","Tiempo máximo de ocio de la pista","Porcentaje de tiempo de ocio maximo","Tamaño máximo de la cola de espera"
"40320.00","2681","16537.00","6.17","50.00","52415.00","19.55","65.00","4452.00","11.04","12.00","0.27","4"
"40320.00","2679","18524.00","6.91","53.00","54526.00","20.35","70.00","4313.00","10.70","12.00","0.28","4"
"40320.00","2689","21388.00","7.95","69.00","57645.00","21.44","84.00","4068.00","10.09","12.00","0.29","5"
"40320.00","2694","18652.00","6.92","65.00","54644.00","20.28","80.00","4331.00","10.74","12.00","0.28","4"
"40320.00","2685","19646.00","7.32","73.00","55599.00","20.71","88.00","4372.00","10.84","12.00","0.27","6"
"40320.00","2686","17997.00","6.70","55.00","53935.00","20.08","75.00","4382.00","10.87","12.00","0.27","4"
"40320.00","2690","17997.00","6.69","43.00","54081.00","20.10","63.00","4256.00","10.56","12.00","0.28","4"
"40320.00","2675","16109.00","6.02","50.00","51795.00","19.36","63.00","4644.00","11.52","12.00","0.26","4"
"40320.00","2689","14787.00","5.50","48.00","50384.00","18.74","58.00","4723.00","11.71","12.00","0.25","4"
"40320.00","2688","15973.00","5.94","53.00","51739.00","19.25","73.00","4562.00","11.31","12.00","0.26","4"
"40320.00","2714","22589.00","8.32","76.00","59177.00","21.80","91.00","3737.00","9.27","12.00","0.32","5"
"40320.00","2708","23807.00","8.79","103.00","60032.00","22.17","113.00","4102.00","10.17","12.00","0.29","8"
"40320.00","2686","18460.00","6.87","60.00","54312.00","20.22","75.00","4468.00","11.08","12.00","0.27","4"
"40320.00","2690","15931.00","5.92","50.00","51770.00","19.25","65.00","4491.00","11.14","12.00","0.27","4"
"40320.00","2678","14383.00","5.37","56.00","50101.00","18.71","66.00","4612.00","11.44","12.00","0.26","5"
"40320.00","2682","17947.00","6.69","65.00","53456.00","19.93","78.00","4811.00","11.93","12.00","0.25","5"
"40320.00","2684","17658.00","6.58","77.00","53676.00","20.00","87.00","4307.00","10.68","12.00","0.28","6"
"40320.00","2669","16393.00","6.14","55.00","52153.00","19.54","65.00","4565.00","11.32","12.00","0.26","4"
"40320.00","2670","15754.00","5.90","50.00","51362.00","19.24","66.00","4722.00","11.71","12.00","0.25","4"
"40320.00","2675","16127.00","6.03","53.00","52060.00","19.46","65.00","4397.00","10.91","12.00","0.27","4"
"40320.00","2693","18959.00","7.04","57.00","54896.00","20.38","77.00","4398.00","10.91","12.00","0.27","5"
"40320.00","2677","15964.00","5.96","51.00","51715.00","19.32","66.00","4584.00","11.37","12.00","0.26","4"
"40320.00","2664","20644.00","7.75","64.00","56672.00","21.27","84.00","4292.00","10.64","12.00","0.28","6"
"40320.00","2686","18960.00","7.06","45.00","55168.00","20.54","60.00","4117.00","10.21","12.00","0.29","4"
"40320.00","2686","15063.00","5.61","50.00","50744.00","18.89","70.00","4649.00","11.53","12.00","0.26","4"
"40320.00","2713","22666.00","8.35","86.00","59195.00","21.82","96.00","3796.00","9.41","12.00","0.32","6"
"40320.00","2694","18471.00","6.86","70.00","54397.00","20.19","80.00","4404.00","10.92","12.00","0.27","5"
"40320.00","2685","17258.00","6.43","55.00","53389.00","19.88","70.00","4194.00","10.40","12.00","0.29","3"
"40320.00","2677","20744.00","7.75","71.00","56826.00","21.23","86.00","4248.00","10.54","12.00","0.28","6"
"40320.00","2695","24360.00","9.04","96.00","60663.00","22.51","111.00","4022.00","9.98","12.00","0.30","7"
"40320.00","2670","16343.00","6.12","48.00","52096.00","19.51","58.00","4567.00","11.33","12.00","0.26","4"
"40320.00","2682","23535.00","8.78","87.00","59626.00","22.23","102.00","4229.00","10.49","12.00","0.28","6"
"40320.00","2680","15547.00","5.80","51.00","51149.00","19.09","61.00","4723.00","11.71","12.00","0.25","4"
"40320.00","2697","15820.00","5.87","50.00","51585.00","19.13","70.00","4555.00","11.30","12.00","0.26","4"
"40320.00","2679","19531.00","7.29","65.00","55684.00","20.79","75.00","4162.00","10.32","12.00","0.29","4"
"40320.00","2684","17033.00","6.35","68.00","52830.00","19.68","83.00","4528.00","11.23","12.00","0.27","5"
"40320.00","2659","16106.00","6.06","53.00","51953.00","19.54","68.00","4473.00","11.09","12.00","0.27","4"
"40320.00","2709","16387.00","6.05","45.00","52189.00","19.27","56.00","4526.00","11.23","12.00","0.27","4"
"40320.00","2689","16497.00","6.13","45.00","52363.00","19.47","60.00","4469.00","11.08","12.00","0.27","4"
"40320.00","2667","19106.00","7.16","64.00","55001.00","20.62","79.00","4420.00","10.96","12.00","0.27","5"
"40320.00","2702","19342.00","7.16","65.00","55527.00","20.55","75.00","4145.00","10.28","12.00","0.29","5"
"40320.00","2709","19880.00","7.34","58.00","56190.00","20.74","68.00","4020.00","9.97","12.00","0.30","5"
"40320.00","2695","19222.00","7.13","55.00","55498.00","20.59","65.00","4054.00","10.05","12.00","0.30","5"
"40320.00","2683","19164.00","7.14","63.00","55242.00","20.59","83.00","4252.00","10.55","12.00","0.28","5"
"40320.00","2684","16027.00","5.97","46.00","52012.00","19.38","56.00","4350.00","10.79","12.00","0.28","4"
"40320.00","2695","19737.00","7.32","55.00","55547.00","20.61","70.00","4505.00","11.17","12.00","0.27","4"
"40320.00","2679","13393.00","5.00","43.00","48955.00","18.27","58.00","4753.00","11.79","12.00","0.25","3"
"40320.00","2672","15484.00","5.79","45.00","51178.00","19.15","60.00","4636.00","11.50","12.00","0.26","3"
"40320.00","2699","19803.00","7.34","62.00","55808.00","20.68","75.00","4331.00","10.74","12.00","0.28","6"
"40320.00","2681","21090.00","7.87","80.00","57063.00","21.28","95.00","4357.00","10.81","12.00","0.28","5"
"40320.00","2670","17337.00","6.49","62.00","53173.00","19.91","72.00","4484.00","11.12","12.00","0.27","5"
"40320.00","2670","17337.00","6.49","62.00","53173.00","19.91","72.00","4484.00","11.12","12.00","0.27","5"
"40320.00","2693","21575.00","8.01","63.00","57879.00","21.49","83.00","4026.00","9.99","12.00","0.30","6"
"40320.00","2683","16656.00","6.21","50.00","52184.00","19.45","60.00","4802.00","11.91","12.00","0.25","4"
"40320.00","2717","20805.00","7.66","65.00","57082.00","21.01","83.00","4058.00","10.06","12.00","0.30","5"
"40320.00","2681","16439.00","6.13","54.00","52082.00","19.43","69.00","4687.00","11.62","12.00","0.26","4"
"40320.00","2687","17847.00","6.64","51.00","53698.00","19.98","63.00","4474.00","11.10","12.00","0.27","4"
"40320.00","2695","19845.00","7.36","47.00","56010.00","20.78","62.00","4160.00","10.32","12.00","0.29","4"
"40320.00","2698","18310.00","6.79","51.00","54621.00","20.24","66.00","3997.00","9.91","12.00","0.30","4"
